Date,Open,High,Low,Close,Adj Close,Volume
44970.00,33887.39,34249.60,33887.39,34245.93,34245.93,302600000.00
44967.00,33671.54,33897.31,33591.99,33869.27,33869.27,288150000.00
44966.00,34105.61,34252.57,33607.13,33699.88,33699.88,347520000.00
44965.00,34132.90,34161.65,33899.79,33949.01,33949.01,324090000.00
44964.00,33769.78,34240.00,33634.10,34156.69,34156.69,361620000.00
44963.00,33874.44,33962.84,33683.58,33891.02,33891.02,296400000.00
44960.00,33926.30,34179.58,33813.86,33926.01,33926.01,425150000.00
44959.00,34129.30,34145.14,33814.78,34053.94,34053.94,429910000.00
44958.00,34039.60,34334.70,33581.42,34092.96,34092.96,370120000.00
44957.00,33803.56,34095.23,33664.91,34086.04,34086.04,360240000.00
44956.00,33909.21,34055.29,33695.18,33717.09,33717.09,343920000.00
44953.00,33952.93,34164.33,33830.85,33978.08,33978.08,441260000.00
44952.00,33771.66,33953.79,33635.60,33949.41,33949.41,327000000.00
44951.00,33538.36,33773.09,33273.21,33743.84,33743.84,341720000.00
44950.00,33444.72,33782.92,33310.56,33733.96,33733.96,299310000.00
44949.00,33439.56,33782.88,33316.25,33629.56,33629.56,355220000.00
44946.00,33073.46,33381.95,32948.93,33375.49,33375.49,367330000.00
44945.00,33171.35,33227.49,32982.05,33044.56,33044.56,319770000.00
44944.00,33948.49,34016.53,33269.90,33296.96,33296.96,351670000.00
44943.00,34222.32,34269.97,33860.67,33910.85,33910.85,353050000.00
44939.00,34075.31,34342.32,33915.49,34302.61,34302.61,274110000.00
44938.00,34047.86,34292.67,33792.10,34189.97,34189.97,308190000.00
44937.00,33754.03,33974.69,33711.04,33973.01,33973.01,301650000.00
44936.00,33516.43,33726.54,33421.80,33704.10,33704.10,268260000.00
44935.00,33664.39,33935.11,33487.66,33517.65,33517.65,327840000.00
44932.00,33055.30,33710.66,32997.39,33630.61,33630.61,360740000.00
44931.00,33191.72,33191.72,32812.33,32930.08,32930.08,337920000.00
44930.00,33165.14,33409.10,33033.48,33269.77,33269.77,379400000.00
44929.00,33148.90,33387.52,32850.57,33136.37,33136.37,355930000.00
44925.00,33121.61,33152.55,32847.82,33147.25,33147.25,295500000.00
44924.00,33021.43,33293.42,33020.35,33220.80,33220.80,243060000.00
44923.00,33264.76,33379.55,32869.15,32875.71,32875.71,252260000.00
44922.00,33224.23,33387.72,33069.58,33241.56,33241.56,246010000.00
44918.00,32961.06,33226.14,32814.02,33203.93,33203.93,221050000.00
44917.00,33233.35,33233.35,32573.43,33027.49,33027.49,340640000.00
44916.00,33028.09,33437.84,33028.09,33376.48,33376.48,328020000.00
44915.00,32735.24,32992.23,32649.45,32849.74,32849.74,303970000.00
44914.00,32921.45,33038.94,32581.97,32757.54,32757.54,326430000.00
44911.00,33166.46,33166.46,32654.59,32920.46,32920.46,756310000.00
44910.00,33773.00,33773.00,33016.16,33202.22,33202.22,394290000.00
44909.00,34086.07,34395.65,33704.17,33966.35,33966.35,339090000.00
44908.00,34268.44,34712.28,33890.88,34108.64,34108.64,44265140000.00
44907.00,33519.50,34005.04,33519.50,34005.04,34005.04,313440000.00
44904.00,33746.71,33844.63,33462.65,33476.46,33476.46,287630000.00
44903.00,33695.97,33899.17,33642.46,33781.48,33781.48,271830000.00
44902.00,33556.40,33774.27,33503.67,33597.92,33597.92,359980000.00
44901.00,33936.87,34006.63,33418.59,33596.34,33596.34,306220000.00
44900.00,34335.73,34335.73,33846.81,33947.10,33947.10,312960000.00
44897.00,34265.45,34483.21,34039.73,34429.88,34429.88,290580000.00
44896.00,34533.59,34595.51,34129.35,34395.01,34395.01,348720000.00
44895.00,33795.43,34589.77,33583.77,34589.77,34589.77,524440000.00
44894.00,33847.80,33933.91,33662.45,33852.53,33852.53,279750000.00
44893.00,34275.91,34303.88,33799.35,33849.46,33849.46,300330000.00
44890.00,34213.04,34386.51,34199.57,34347.03,34347.03,131660000.00
44888.00,34091.57,34262.07,34004.64,34194.06,34194.06,236820000.00
44887.00,33810.05,34115.70,33810.05,34098.10,34098.10,277070000.00
44886.00,33760.30,33864.59,33559.18,33700.28,33700.28,352960000.00
44883.00,33606.59,33827.94,33540.64,33745.69,33745.69,312950000.00
44882.00,33329.27,33616.02,33239.75,33546.32,33546.32,319210000.00
44881.00,33554.93,33682.83,33516.99,33553.83,33553.83,301560000.00
44880.00,33755.94,33987.06,33320.20,33592.92,33592.92,390610000.00
44879.00,33662.05,33964.30,33533.96,33536.70,33536.70,354340000.00
44876.00,33797.75,33817.96,33394.43,33747.86,33747.86,427790000.00
44875.00,33263.91,33727.73,33167.82,33715.37,33715.37,480130000.00
44874.00,33004.47,33065.11,32478.87,32513.94,32513.94,355200000.00
44873.00,32934.56,33355.39,32831.46,33160.83,33160.83,335340000.00
44872.00,32454.10,32895.59,32424.99,32827.00,32827.00,336300000.00
44869.00,32265.01,32611.52,31938.92,32403.22,32403.22,422370000.00
44868.00,31985.05,32185.71,31727.05,32001.25,32001.25,354440000.00
44867.00,32576.28,33071.93,32139.77,32147.76,32147.76,398430000.00
44866.00,32862.79,32975.48,32485.23,32653.20,32653.20,323210000.00
44865.00,32754.27,32883.86,32586.93,32732.95,32732.95,390890000.00
44862.00,32204.31,32889.81,32158.38,32861.80,32861.80,495830000.00
44861.00,32062.14,32388.42,31993.21,32033.28,32033.28,375720000.00
44860.00,31738.44,32172.42,31738.44,31839.11,31839.11,430400000.00
44859.00,31463.65,31876.15,31423.53,31836.74,31836.74,336930000.00
44858.00,31187.32,31603.63,31161.41,31499.62,31499.62,345040000.00
44855.00,30291.18,31119.27,30206.28,31082.56,31082.56,418190000.00
44854.00,30411.92,30822.96,30265.20,30333.59,30333.59,333190000.00
44853.00,30439.04,30662.11,30226.90,30423.81,30423.81,314030000.00
44852.00,30697.52,30837.90,30301.83,30523.80,30523.80,387130000.00
44851.00,30059.58,30311.95,29997.62,30185.82,30185.82,369820000.00
44848.00,30192.21,30428.82,29614.30,29634.83,29634.83,379090000.00
44847.00,28755.83,30168.54,28660.94,30038.72,30038.72,470260000.00
44846.00,29233.06,29455.12,29136.03,29210.85,29210.85,304420000.00
44845.00,29085.20,29608.42,29074.23,29239.19,29239.19,352920000.00
44844.00,29419.09,29485.82,29010.41,29202.88,29202.88,315410000.00
44841.00,29685.27,29685.27,29142.66,29296.79,29296.79,367950000.00
44840.00,30206.13,30329.61,29859.34,29926.94,29926.94,306840000.00
44839.00,30078.36,30454.46,29886.44,30273.87,30273.87,290610000.00
44838.00,29826.67,30325.05,29826.67,30316.32,30316.32,375640000.00
44837.00,28855.25,29647.79,28855.25,29490.89,29490.89,397830000.00
44834.00,29123.03,29355.78,28715.85,28725.51,28725.51,464260000.00
44833.00,29513.73,29513.73,28997.34,29225.61,29225.61,388820000.00
44832.00,29198.92,29811.78,29114.97,29683.74,29683.74,436040000.00
44831.00,29419.88,29659.12,28958.22,29134.99,29134.99,355460000.00
44830.00,29536.84,29630.77,29161.12,29260.81,29260.81,369450000.00
44827.00,29955.65,29955.65,29250.47,29590.41,29590.41,388200000.00
44826.00,30204.52,30302.28,29994.53,30076.68,30076.68,335270000.00
44825.00,30819.39,31020.79,30181.99,30183.78,30183.78,354960000.00
44824.00,30888.53,30888.53,30465.91,30706.23,30706.23,317970000.00
44823.00,30722.86,31026.89,30559.37,31019.68,31019.68,291200000.00
44820.00,30866.61,30866.61,30550.08,30822.42,30822.42,627920000.00
44819.00,31124.68,31277.69,30882.08,30961.82,30961.82,345500000.00
44818.00,31141.02,31276.82,30885.02,31135.09,31135.09,348670000.00
44817.00,32006.50,32006.50,31018.54,31104.97,31104.97,428930000.00
44816.00,32159.49,32504.04,32159.49,32381.34,32381.34,339250000.00
44813.00,31876.22,32227.74,31876.22,32151.71,32151.71,310980000.00
44812.00,31481.95,31783.37,31321.50,31774.52,31774.52,344340000.00
44811.00,31145.63,31644.34,31095.21,31581.28,31581.28,345080000.00
44810.00,31343.79,31463.89,31048.46,31145.30,31145.30,347320000.00
44806.00,31848.50,32026.90,31182.09,31318.44,31318.44,306180000.00
44805.00,31454.58,31677.51,31219.75,31656.42,31656.42,339360000.00
44804.00,31827.15,31966.04,31509.59,31510.43,31510.43,392780000.00
44803.00,32163.84,32205.66,31647.22,31790.87,31790.87,317150000.00
44802.00,32188.00,32325.16,31972.79,32098.99,32098.99,317820000.00
44799.00,33293.43,33364.70,32278.22,32283.40,32283.40,352850000.00
44798.00,33029.27,33306.09,32889.85,33291.78,33291.78,308530000.00
44797.00,32899.01,33095.50,32828.56,32969.23,32969.23,256900000.00
44796.00,33033.52,33138.26,32858.89,32909.59,32909.59,251870000.00
44795.00,33586.59,33586.59,33007.63,33063.61,33063.61,308900000.00
44792.00,33904.69,33904.69,33627.09,33706.74,33706.74,293990000.00
44791.00,33981.86,34043.83,33844.46,33999.04,33999.04,282550000.00
44790.00,34029.55,34161.01,33828.41,33980.32,33980.32,281390000.00
44789.00,33924.35,34281.36,33852.57,34152.01,34152.01,288670000.00
44788.00,33710.70,33954.71,33582.96,33912.44,33912.44,262670000.00
44785.00,33430.72,33767.09,33398.32,33761.05,33761.05,299140000.00
44784.00,33451.51,33651.80,33289.83,33336.67,33336.67,308030000.00
44783.00,33130.63,33364.41,33130.63,33309.51,33309.51,311740000.00
